,Project No,Project Title,Implementing Agency,Approp Fund,Agy Fund,Lifetime Budget,LTD Allotments,Exp to 2013,Allot 2014,Exp 2014,Allot 2015,Exp 2015,Allot 2016,Exp 2016,LTD Expenditures,Unspent Allot,Encumbrances,Pre Encumbrances,ID Advances,LifeTime Balance,FY 2017,FY 2018,FY 2019,FY 2020,FY 2021,FY 2022,6-yr Total
420,YY162C,HEARST ES MODERNIZATION/RENOVATION,,,0301,0,0,0,0,0,-10809.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,YY163C,HENDLEY ES MODERNIZATION/RENOVATION,AM0,0300,0300,16150915,16150915,14886501.74,-105604,901290.63,0,149334.28,0,0,15937126.65,213788.35,59730.6,75488.47,63033.8,15535.48,0,0,0,0,0,0,0
422,YY163C,HENDLEY ES MODERNIZATION/RENOVATION,,,0301,0,0,0,0,0,-26669.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,YY164C,HYDE ES MODERNIZATION/RENOVATION,AM0,0300,0300,33603047,19792047,0,9507728.52,8036783.61,1110342.48,1204372.79,8473976,0,9241156.4,10550890.6,413538.21,2850,29267.15,23916235.24,13811000,0,0,0,0,0,13811000
424,YY164C,HYDE ES MODERNIZATION/RENOVATION,,,0301,0,0,0,10342.48,0,-10342.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,YY165C,JEFFERSON MS MODERNIZATION /RENOVATION,AM0,0300,0300,35993000,1500000,0,0,0,0,0,1500000,0,0,1500000,0,0,0,35993000,1500000,0,15993000,17000000,0,0,34493000
426,YY167C,LANGDON ES MODERNIZATION/RENOVATION,AM0,0300,0300,20776155,20776155,0,13559380,9811111.78,7216775,9968909.49,0,0,19780021.27,996133.73,242751.09,44246.25,13434.53,695701.86,0,0,0,0,0,0,0
427,YY167C,LANGDON ES MODERNIZATION/RENOVATION,,,0301,48225,48225,0,0,0,48225,48225,0,0,48225,0,0,0,0,0,0,0,0,0,0,0,0
428,YY168C,LUDLOW-TAYLOR ES MODERNIZATION/RENOVATIO,AM0,0300,0300,11762825.33,11762825.33,10764853.82,0,482461.25,-70555.42,242487.43,-26289.83,0,11489802.5,273022.83,41209.54,0,59265.21,172548.08,0,0,0,0,0,0,0
429,YY168C,LUDLOW-TAYLOR ES MODERNIZATION/RENOVATIO,,,0301,0,0,0,0,0,970555.42,0,-1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,YY169C,MANN ES MODERNIZATION/RENOVATION,AM0,0300,0300,37197237.99,37197237.99,8124812.66,22020000,10084366.84,5461237.99,16356182.03,-500000,0,34565361.53,2631876.46,1549396.78,82292.8,130708.56,869478.32,0,0,0,0,0,0,0
431,YY169C,MANN ES MODERNIZATION/RENOVATION,,,0301,0,0,0,0,0,-14862.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,YY170C,ORR ES MODERNIZATION/RENOVATION,AM0,0300,0300,44995000,4000000,0,0,0,3000000,0,1000000,0,0,4000000,0,0,0,44995000,26359000,14636000,0,0,0,0,40995000
433,YY171C,SHEPHERD ES MODERNIZATION/RENOVATION,AM0,0300,0300,31532552.1,31532552.1,10366110.4,6654316.6,6720105.82,11143272.5,3332989.88,0,1274389.46,21693595.56,9838956.54,8601928.67,0,80972.01,1156055.86,0,0,0,0,0,0,0
434,YY171C,SHEPHERD ES MODERNIZATION/RENOVATION,,,0301,43727.5,43727.5,0,-13511.6,0,43727.5,43727.5,0,0,43727.5,0,0,0,0,0,0,0,0,0,0,0,0
435,YY173C,WEST ES MODERNIZATION/RENOVATION,AM0,0300,0300,32095000,0,0,0,0,0,0,0,0,0,0,0,0,0,32095000,0,0,0,19257000,12838000,0,32095000
436,YY173C,WEST ES MODERNIZATION/RENOVATION,,,0301,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000,0,0,3000000,0,0,0,3000000
437,YY176C,AITON ES RENOVATION/MODERNIZATION,AM0,0300,0300,14515000,2400000,0,3500000,0,-1100000,8916.35,0,0,8916.35,2391083.65,1493583.65,0,0,13012500,0,0,12115000,0,0,0,12115000
438,YY177C,BANCROFT ES MODERNIZATION/RENOVATION,AM0,0300,0300,66496000,6553000,0,6553000,111145.55,0,1335304.21,0,0,1446449.76,5106550.24,964795.45,6456.79,0,64078298,31296000,28647000,0,0,0,0,59943000
439,YY178C,CW HARRIS ES RENOVATION/MODERNIZATION,AM0,0300,0300,12606000,0,0,0,0,0,0,0,0,0,0,0,0,0,12606000,0,0,0,12606000,0,0,12606000
440,YY180C,EATON ES RENOVATION/MODERNIZATON,AM0,0300,0300,15552000,0,0,0,0,0,0,0,0,0,0,0,0,0,15552000,0,0,0,0,15552000,0,15552000
441,YY181C,ELIOT-HINE JHS RENOVATION/MODERNIZATION,AM0,0300,0300,41748750,2126750,0,0,0,626750,210957.3,1500000,-210957.3,0,2126750,274717.58,599965,0,40874067.42,1500000,0,16500000,21622000,0,0,39622000
442,YY181C,ELIOT-HINE JHS RENOVATION/MODERNIZATION,,,0301,905225.3,905225.3,0,0,0,905225.3,0,0,0,0,905225.3,7654.5,59898,0,837672.8,0,0,0,0,0,0,0
443,YY182C,GARFIELD ES RENOVATION/MODERNIZATION,AM0,0300,0300,14296253,1780253,0,322493,0,1457760,1039963.11,0,67908.01,1107871.12,672381.88,24588.7,352492.93,26183.21,12785117.04,0,0,12516000,0,0,0,12516000
444,YY182C,GARFIELD ES RENOVATION/MODERNIZATION,,,0301,42240,42240,0,0,0,42240,42240,0,0,42240,0,0,0,0,0,0,0,0,0,0,0,0
445,YY183C,GARRISON ES RENOVATION/MODERNIZATION,AM0,0300,0300,24000000,24000000,0,2000000,374231.25,2000000,281414.59,20000000,0,655645.84,23344354.16,62009.83,507607.33,0,22774737,0,0,0,0,0,0,0
446,YY185C,KIMBALL ES MODERNIZATION/RENOVATION,AM0,0300,0300,17696000,17696000,0,0,0,0,0,17696000,0,0,17696000,0,0,0,17696000,0,0,0,0,0,0,0
447,YY186C,KRAMER MS MODERNIZATION/RENOVATION,AM0,0300,0300,33905023,33905023,0,21922235,18718900.21,11943788,11078853.17,0,0,29797753.38,4107269.62,1617825.48,144082.35,16638.11,2328723.68,0,0,0,0,0,0,0
448,YY187C,LAFAYETTE ES MODERNIZATION/RENOVATION,AM0,0300,0300,78650000,78650000,0,3150000,495164.44,19356000,9443842.22,56144000,3229105,13168111.66,65481888.34,11075926.53,50653862,687646.76,3064453.05,0,0,0,0,0,0,0
449,YY189C,MARSHALL EC MODERNIZATION/RENOVATON,AM0,0300,0301,0,0,0,-25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,YY190C,MURCH ES RENOVATION/MODERNIZATION,AM0,0300,0300,68294774,35538774,0,0,0,5138774,748083.04,30400000,0,748083.04,34790690.96,174916.96,50000,0,67321774,32756000,0,0,0,0,0,32756000
451,YY191C,PAYNE ES RENOVATION/MODERNIZATION,AM0,0300,0300,27750856,27750856,0,18901000,14553326.42,8849856,7796656.68,0,27450,22377433.1,5373422.9,4051934.9,627575.27,245537.69,448375.04,0,0,0,0,0,0,0
452,YY191C,PAYNE ES RENOVATION/MODERNIZATION,,,0301,64230,64230,0,0,0,64230,39230,0,0,39230,25000,0,0,0,25000,0,0,0,0,0,0,0
453,YY192C,PLUMMER ES RENOVATION/MODERNIZATION,AM0,0300,0300,14299544,14299544,0,13779544,12638784.9,520000,1208147.64,0,26191,13873123.54,426420.46,173211.55,157540,617.25,95051.66,0,0,0,0,0,0,0
454,YY193C,RAYMOND ES MODERNIZATION/RENOVATION,AM0,0300,0300,19117000,0,0,0,0,0,0,0,0,0,0,0,0,0,19117000,0,2550000,16567000,0,0,0,19117000
455,YY193C,RAYMOND ES MODERNIZATION/RENOVATION,,,0301,450000,0,0,0,0,0,0,0,0,0,0,0,0,0,450000,0,450000,0,0,0,0,450000
456,YY195C,SMOTHERS ES MODERNIZATION/RENOVATION,AM0,0300,0300,12679000,0,0,0,0,0,0,0,0,0,0,0,0,0,12679000,0,0,0,12679000,0,0,12679000
457,YY196C,STANTON ES MODERNIZATION/RENOVATION,AM0,0300,0300,35953855,35953855,0,22562000,14909414.71,13391855,8317379.07,0,2165644.43,25392438.21,10561416.79,9431561.08,45181,491322.04,593352.67,0,0,0,0,0,0,0
458,YY196C,STANTON ES MODERNIZATION/RENOVATION,,,0301,81145,81145,0,0,0,81145,81145,0,0,81145,0,0,0,0,0,0,0,0,0,0,0,0
459,YY197C,WATKINS ES MODERNIZATION/RENOVATIONS,AM0,0300,0300,39400200,29049200,0,1500000,0,7000200,2675971.96,20549000,-586021.67,2089950.29,26959249.71,806476.2,1842736.14,68540.25,34592497.12,10351000,0,0,0,0,0,10351000
460,YY1MRC,MARIE REED ES MODERNIZATION/RENOVATION,AM0,0300,0300,62368000,42318000,0,1365000,0,6500000,433900.71,34453000,0,433900.71,41884099.29,541599.29,1446150,0,59946350,20050000,0,0,0,0,0,20050000
461,YY1MXC,MALCOLM X MODERNIZATION,AM0,0300,0300,0,0,0,2150000,0,-3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,YY1RTC,RIVER TERRACE SPECIAL EDUCATION CENTER,AM0,0300,0300,35702224.51,35702224.51,0,15422000,8983285.12,17431050,23135471.49,-2200000,0,32118756.61,3583467.9,1083467.38,460305.27,52525,1987170.25,0,0,0,0,0,0,0
463,YY1RTC,RIVER TERRACE SPECIAL EDUCATION CENTER,,,0301,14950,14950,0,0,0,14950,14950,0,0,14950,0,0,0,0,0,0,0,0,0,0,0,0
464,YY1VNC,VAN NESS MODERNIZATION/RENOVATION,AM0,0300,0300,32432796,32432796,0,0,0,14437796,10541041.9,17995000,0,10541041.9,21891754.1,2531804.91,13543784,249284.68,5566880.51,0,0,0,0,0,0,0
465,YY1VNC,VAN NESS MODERNIZATION/RENOVATION,,,0301,15600,15600,0,0,0,15600,15600,0,0,15600,0,0,0,0,0,0,0,0,0,0,0,0
466,YY1W4C,WARD 4 MIDDLE SCHOOL,AM0,0300,0300,52776000,10374500,0,0,0,2750000,0,7624500,0,0,10374500,0,0,0,52776000,25487500,16914000,0,0,0,0,42401500
467,YY230C,STABILIZATION,AM0,0300,0300,0,0,-56324.93,0,56324.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,YY630C,PLANNING,AM0,0300,0300,1282868,1282868,220252.16,939000,78383.83,0,104697.7,0,0,403333.69,879534.31,10812.86,103547.48,355766.75,409407.22,0,0,0,0,0,0,0
469,YY630C,PLANNING,GM0,0300,0300,1773205,1773205,1773205,0,0,0,0,0,0,1773205,0,0,0,0,0,0,0,0,0,0,0,0
470,ZBA37C,ANACOSTIA OPERATING,GM0,0300,0308,730000,730000,730000,0,0,0,0,0,0,730000,0,0,0,0,0,0,0,0,0,0,0,0
471,ZBA38C,BANNKER OPERATING,AM0,0300,0308,0,0,0,0,0,-150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,ZBB37C,QZAB AT BANNEKER - CAPITAL,AM0,0300,0308,0,0,0,0,0,-224560.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,ZBB37C,QZAB AT BANNEKER - CAPITAL,GA0,0300,0308,424771.3,424771.3,424771.3,0,0,0,0,0,0,424771.3,0,0,0,0,0,0,0,0,0,0,0,0
474,ZBB38C,QZAB AT BANNEKER,AM0,0300,0308,0,0,0,0,0,-154771.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,ZBB38C,QZAB AT BANNEKER,GA0,0300,0308,246332.5,246332.5,246332.5,0,0,0,0,0,0,246332.5,0,0,0,0,0,0,0,0,0,0,0,0
476,ZBJ37C,QZAB AT JOHNSON - CAPITAL,GA0,0300,0308,600000,600000,600000,0,0,0,0,0,0,600000,0,0,0,0,0,0,0,0,0,0,0,0
477,ZBM37C,QZAB AT M.M. WASHINGTION - CAPITAL,AM0,0300,0308,0,0,0,0,0,-592840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,ZBM37C,QZAB AT M.M. WASHINGTION - CAPITAL,GA0,0300,0308,17160,17160,17160,0,0,0,0,0,0,17160,0,0,0,0,0,0,0,0,0,0,0,0
479,ZBM38C,MM WASHINGTON HS MODERNIZATION,AM0,0300,0308,0,0,0,0,0,-40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,ZBR37C,QZAB AT ROOSEVELT - CAPITAL,AM0,0300,0308,1324610.31,1324610.31,0,0,0,1222652.12,1324610.31,0,0,1324610.31,0,0,0,0,0,0,0,0,0,0,0,0
481,ZBR37C,QZAB AT ROOSEVELT - CAPITAL,GA0,0300,0308,136510.81,136510.81,136510.81,0,0,0,0,0,0,136510.81,0,0,0,0,0,0,0,0,0,0,0,0
482,ZBR37C,QZAB AT ROOSEVELT - CAPITAL,GM0,0300,0308,94531,94531,94531,0,0,0,0,0,0,94531,0,0,0,0,0,0,0,0,0,0,0,0
483,ZBR38C,QZAB AT ROOSEVELT - OPERATING,AM0,0300,0308,0,0,0,0,0,-10479.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,ZBR38C,QZAB AT ROOSEVELT - OPERATING,GA0,0300,0308,405632.28,405632.28,405632.28,0,0,0,0,0,0,405632.28,0,0,0,0,0,0,0,0,0,0,0,0
485,ZBR38C,QZAB AT ROOSEVELT - OPERATING,GM0,0300,0308,437402.8,437402.8,437402.8,0,0,0,0,0,0,437402.8,0,0,0,0,0,0,0,0,0,0,0,0
,Grand Total,,,,,5308667552,4365003420,2920414573,496341143.8,388724658.6,431576275.3,378727418.1,344756899.1,7925818.88,3695792469,669210951.3,153713824.9,97272821.18,5055823.89,1356832613,272275500,122715375,211836005,206164000,130673251,0,943664131
